# 1.This file shows the parsed IR info when graph evaluating failed to help find the problem.
# 2.You can search the last `------------------------>` to the node which is inferred failed.
# 3.Refer to https://www.mindspore.cn/search?inputValue=analyze_fail.dat to get more instructions.
# ===============================================================================

# [No.1] construct_wrapper.42
# In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(330)/    def construct(self, *inputs):/
funcgraph fg_42(
        %para1 : Tensor(F32)[3, 40960, 6]    # inputs0
    %17 : Tensor(I32)[3, 640, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(16))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#76
    %18 : Tensor(I32)[3, 160, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(17))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#77
    %19 : Tensor(I32)[3, 80, 16] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(18))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#78
    %20 : Tensor(I32)[3, 40960, 1] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(19))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#79
    %21 : Tensor(I32)[3, 10240, 1] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(20))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#80
    %22 : Tensor(I32)[3, 2560, 1] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(21))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#81
    %23 : Tensor(I32)[3, 640, 1] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(22))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#82
    %24 : Tensor(I32)[3, 160, 1] = Primitive::TupleGetItem{prim_type=1}(%para1065, I64(23))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#83

#------------------------> 1
    %25 = %para1064(%1, %2, %3, %4, %5, %6, %7, %8, %9, %10, %11, %12, %13, %14, %15, %16, %17, %18, %19, %20, %21, %22, %23, %24)    #(Tensor(F32)[3, 40960, 6], Tensor(I32)[3, 40960], Tensor(I32)[3, 40960], Tensor(I32)[3, 1], Tensor(F32)[3, 40960, 3], Tensor(F32)[3, 10240, 3], Tensor(F32)[3, 2560, 3], Tensor(F32)[3, 640, 3], Tensor(F32)[3, 160, 3], Tensor(I32)[3, 40960, 16], Tensor(I32)[3, 10240, 16], Tensor(I32)[3, 2560, 16], Tensor(I32)[3, 640, 16], Tensor(I32)[3, 160, 16], Tensor(I32)[3, 10240, 16], Tensor(I32)[3, 2560, 16], Tensor(I32)[3, 640, 16], Tensor(I32)[3, 160, 16], Tensor(I32)[3, 80, 16], Tensor(I32)[3, 40960, 1], Tensor(I32)[3, 10240, 1], Tensor(I32)[3, 2560, 1], Tensor(I32)[3, 640, 1], Tensor(I32)[3, 160, 1]) #scope: Default
#84
    Primitive::Return{prim_type=1}(%25)    #(Undefined) #scope: Default
#85
}
# order:
#   1: UnpackCall.43:84{[0]: 44, [1]: 60, [2]: 61, [3]: 62, [4]: 63, [5]: 64, [6]: 65, [7]: 66, [8]: 67, [9]: 68, [10]: 69, [11]: 70, [12]: 71, [13]: 72, [14]: 73, [15]: 74, [16]: 75, [17]: 76, [18]: 77, [19]: 78, [20]: 79, [21]: 80, [22]: 81, [23]: 82, [24]: 83}
#   2: UnpackCall.43:85{[0]: ValueNode<Primitive> Return, [1]: 84}


# [No.3] construct.46
# In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(330)/    def construct(self, *inputs):/
funcgraph fg_46[fg_42](
        %para1066 : Tensor(F32)[3, 40960, 6]    # inputs0
        , %para1067 : Tensor(I32)[3, 40960]    # inputs1
        , %para1068 : Tensor(I32)[3, 40960]    # inputs2
        , %para1069 : Tensor(I32)[3, 1]    # inputs3
        , %para1070 : Tensor(F32)[3, 40960, 3]    # inputs4
        , %para1071 : Tensor(F32)[3, 10240, 3]    # inputs5
        , %para1072 : Tensor(F32)[3, 2560, 3]    # inputs6
        , %para1073 : Tensor(F32)[3, 640, 3]    # inputs7
        , %para1074 : Tensor(F32)[3, 160, 3]    # inputs8
        , %para1075 : Tensor(I32)[3, 40960, 16]    # inputs9
        , %para1076 : Tensor(I32)[3, 10240, 16]    # inputs10
        , %para1077 : Tensor(I32)[3, 2560, 16]    # inputs11
        , %para1078 : Tensor(I32)[3, 640, 16]    # inputs12
        , %para1079 : Tensor(I32)[3, 160, 16]    # inputs13
        , %para1080 : Tensor(I32)[3, 10240, 16]    # inputs14
        , %para1081 : Tensor(I32)[3, 2560, 16]    # inputs15
        , %para1082 : Tensor(I32)[3, 640, 16]    # inputs16
        , %para1083 : Tensor(I32)[3, 160, 16]    # inputs17
        , %para1084 : Tensor(I32)[3, 80, 16]    # inputs18
        , %para1085 : Tensor(I32)[3, 40960, 1]    # inputs19
        , %para1086 : Tensor(I32)[3, 10240, 1]    # inputs20
        , %para1087 : Tensor(I32)[3, 2560, 1]    # inputs21
        , %para1088 : Tensor(I32)[3, 640, 1]    # inputs22
        , %para1089 : Tensor(I32)[3, 160, 1]    # inputs23
    ) {
    %1 : Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15] = Primitive::MakeTuple{prim_type=1}(%para1066, %para1067, %para1068, %para1069, %para1070, %para1071, %para1072, %para1073, %para1074, %para1075, %para1076, %para1077, %para1078, %para1079, %para1080, %para1081, %para1082, %para1083, %para1084, %para1085, %para1086, %para1087, %para1088, %para1089)    #(Tensor(F32)[3, 40960, 6], Tensor(I32)[3, 40960], Tensor(I32)[3, 40960], Tensor(I32)[3, 1], Tensor(F32)[3, 40960, 3], Tensor(F32)[3, 10240, 3], Tensor(F32)[3, 2560, 3], Tensor(F32)[3, 640, 3], Tensor(F32)[3, 160, 3], Tensor(I32)[3, 40960, 16], Tensor(I32)[3, 10240, 16], Tensor(I32)[3, 2560, 16], Tensor(I32)[3, 640, 16], Tensor(I32)[3, 160, 16], Tensor(I32)[3, 10240, 16], Tensor(I32)[3, 2560, 16], Tensor(I32)[3, 640, 16], Tensor(I32)[3, 160, 16], Tensor(I32)[3, 80, 16], Tensor(I32)[3, 40960, 1], Tensor(I32)[3, 10240, 1], Tensor(I32)[3, 2560, 1], Tensor(I32)[3, 640, 1], Tensor(I32)[3, 160, 1]) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(330)/    def construct(self, *inputs):/#[CNode]86

#------------------------> 2
    %2 = UnpackCall::unpack_call(FuncGraph::fg_50, %1)    #(Func, Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15])    # fg_50=construct.50 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(332)/        loss = self.network(*inputs)/#loss
    %3 = FuncGraph::fg_87(%2, %para25)    #(Undefined, Ref[Tensor(F32)][])    # fg_87=start_overflow_check.87 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(335)/        status, scaling_sens = self.start_overflow_check(loss, scaling_sens)/#[CNode]88
    %4 = DoSignaturePrimitive::S-Prim-getitem{prim_type=1}(%3, I64(0))    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(335)/        status, scaling_sens = self.start_overflow_check(loss, scaling_sens)/#status
    %5 = DoSignaturePrimitive::S-Prim-getitem{prim_type=1}(%3, I64(1))    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(349)/        return loss, cond, scaling_sens/#Φscaling_sens
    %6 = DoSignaturePrimitive::S-Prim-Partial{prim_type=1}[side_effect_propagate=I64(1)](DoSignaturePrimitive::S-Prim-grad_scale{prim_type=1}, %5)    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(339)/        grads = self.hyper_map(F.partial(_grad_scale, scaling_sens), grads)/#[CNode]89
    %7 = DoSignaturePrimitive::S-Prim-hyper_map[ones_like_leaf]{prim_type=1}(%2)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(337)/        scaling_sens_filled = C.ones_like(loss) * F.cast(scaling_sens, F.dtype(loss))/#[CNode]90
    %8 = DoSignaturePrimitive::S-Prim-DType{prim_type=1}(%2)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(337)/        scaling_sens_filled = C.ones_like(loss) * F.cast(scaling_sens, F.dtype(loss))/#[CNode]91
    %9 = DoSignaturePrimitive::S-Prim-Cast{prim_type=1}[output_names=["output"], input_names=["x", "dst_type"], SrcT=I32, DstT=F32, dst_type=F32](%5, %8)    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(337)/        scaling_sens_filled = C.ones_like(loss) * F.cast(scaling_sens, F.dtype(loss))/#[CNode]92
    %10 = DoSignaturePrimitive::S-Prim-mul{prim_type=1}(%7, %9)    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(337)/        scaling_sens_filled = C.ones_like(loss) * F.cast(scaling_sens, F.dtype(loss))/#scaling_sens_filled
    %11 = DoSignaturePrimitive::S-Prim-MakeTuple{prim_type=1}(%10)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(338)/        grads = self.grad(self.network, weights)(*inputs, scaling_sens_filled)/#[CNode]93
    %12 = UnpackGraphPrimitive::UnpackGraph{prim_type=1}(FuncGraph::fg_50, %1, %11)    #(Undefined, Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], Undefined)    # fg_50=construct.50 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(338)/        grads = self.grad(self.network, weights)(*inputs, scaling_sens_filled)/#grads
    %13 = Primitive::MakeTuple{prim_type=1}(%para26, %para27, %para28, %para29, %para30, %para31, %para32, %para33, %para34, %para35, %para36, %para37, %para38, %para39, %para40, %para41, %para42, %para43, %para44, %para45, %para46, %para47, %para48, %para49, %para50, %para51, %para52, %para53, %para54, %para55, %para56, %para57, %para58, %para59, %para60, %para61, %para62, %para63, %para64, %para65, %para66, %para67, %para68, %para69, %para70, %para71, %para72, %para73, %para74, %para75, %para76, %para77, %para78, %para79, %para80, %para81, %para82, %para83, %para84, %para85, %para86, %para87, %para88, %para89, %para90, %para91, %para92, %para93, %para94, %para95, %para96, %para97, %para98, %para99, %para100, %para101, %para102, %para103, %para104, %para105, %para106, %para107, %para108, %para109, %para110, %para111, %para112, %para113, %para114, %para115, %para116, %para117, %para118, %para119, %para120, %para121, %para122, %para123, %para124, %para125, %para126, %para127, %para128, %para129, %para130, %para131, %para132, %para133, %para134, %para135, %para136, %para137, %para138, %para139, %para140, %para141, %para142, %para143, %para144, %para145, %para146, %para147, %para148, %para149, %para150, %para151, %para152, %para153, %para154, %para155, %para156, %para157, %para158, %para159, %para160, %para161, %para162, %para163, %para164, %para165, %para166, %para167, %para168, %para169, %para170, %para171, %para172, %para173, %para174, %para175, %para176, %para177, %para178, %para179, %para180, %para181, %para182, %para183, %para184, %para185, %para186, %para187, %para188, %para189, %para190, %para191, %para192, %para193, %para194, %para195, %para196, %para197, %para198, %para199, %para200, %para201, %para202, %para203, %para204, %para205, %para206, %para207, %para208, %para209, %para210, %para211, %para212, %para213, %para214, %para215, %para216, %para217, %para218, %para219, %para220, %para221, %para222, %para223, %para224, %para225, %para226, %para227, %para228, %para229, %para230, %para231, %para232, %para233, %para234, %para235, %para236, %para237, %para238, %para239, %para240, %para241, %para242, %para243, %para244, %para245, %para246, %para247, %para248, %para249, %para250, %para251, %para252, %para253, %para254, %para255)    #(Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][8], Ref[Tensor(F32)][16], Ref[Tensor(F32)][16], Ref[Tensor(F32)][16], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][1024], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][10], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][512], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][256], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][128], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][64], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][32], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][13], Ref[Tensor(F32)][8, 6], Ref[Tensor(F32)][8, 8, 1, 1], Ref[Tensor(F32)][32, 16, 1, 1], Ref[Tensor(F32)][32, 8, 1, 1], Ref[Tensor(F32)][8, 10, 1, 1], Ref[Tensor(F32)][8, 8, 1, 1], Ref[Tensor(F32)][16, 16], Ref[Tensor(F32)][8, 16, 1, 1], Ref[Tensor(F32)][16, 16], Ref[Tensor(F32)][16, 16, 1, 1], Ref[Tensor(F32)][32, 32, 1, 1], Ref[Tensor(F32)][128, 64, 1, 1], Ref[Tensor(F32)][128, 32, 1, 1], Ref[Tensor(F32)][32, 10, 1, 1], Ref[Tensor(F32)][32, 32, 1, 1], Ref[Tensor(F32)][64, 64], Ref[Tensor(F32)][32, 64, 1, 1], Ref[Tensor(F32)][64, 64], Ref[Tensor(F32)][64, 64, 1, 1], Ref[Tensor(F32)][64, 128, 1, 1], Ref[Tensor(F32)][256, 128, 1, 1], Ref[Tensor(F32)][256, 128, 1, 1], Ref[Tensor(F32)][64, 10, 1, 1], Ref[Tensor(F32)][64, 64, 1, 1], Ref[Tensor(F32)][128, 128], Ref[Tensor(F32)][64, 128, 1, 1], Ref[Tensor(F32)][128, 128], Ref[Tensor(F32)][128, 128, 1, 1], Ref[Tensor(F32)][128, 256, 1, 1], Ref[Tensor(F32)][512, 256, 1, 1], Ref[Tensor(F32)][512, 256, 1, 1], Ref[Tensor(F32)][128, 10, 1, 1], Ref[Tensor(F32)][128, 128, 1, 1], Ref[Tensor(F32)][256, 256], Ref[Tensor(F32)][128, 256, 1, 1], Ref[Tensor(F32)][256, 256], Ref[Tensor(F32)][256, 256, 1, 1], Ref[Tensor(F32)][256, 512, 1, 1], Ref[Tensor(F32)][1024, 512, 1, 1], Ref[Tensor(F32)][1024, 512, 1, 1], Ref[Tensor(F32)][256, 10, 1, 1], Ref[Tensor(F32)][256, 256, 1, 1], Ref[Tensor(F32)][512, 512], Ref[Tensor(F32)][256, 512, 1, 1], Ref[Tensor(F32)][512, 512], Ref[Tensor(F32)][512, 512, 1, 1], Ref[Tensor(F32)][1024, 1024, 1, 1], Ref[Tensor(F32)][13, 1024, 1, 1], Ref[Tensor(F32)][13, 512, 1, 1], Ref[Tensor(F32)][13, 256, 1, 1], Ref[Tensor(F32)][13, 128, 1, 1], Ref[Tensor(F32)][13, 32, 1, 1], Ref[Tensor(F32)][13, 32, 1, 1], Ref[Tensor(F32)][10, 512, 1, 1], Ref[Tensor(F32)][10, 256, 1, 1], Ref[Tensor(F32)][10, 128, 1, 1], Ref[Tensor(F32)][10, 32, 1, 1], Ref[Tensor(F32)][1536, 512, 1, 1], Ref[Tensor(F32)][768, 256, 1, 1], Ref[Tensor(F32)][384, 128, 1, 1], Ref[Tensor(F32)][160, 32, 1, 1], Ref[Tensor(F32)][64, 32, 1, 1], Ref[Tensor(F32)][64, 32, 1, 1], Ref[Tensor(F32)][32, 64, 1, 1], Ref[Tensor(F32)][13, 32, 1, 1]) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(331)/        weights = self.weights/#[CNode]94
    %14 = DoSignaturePrimitive::S-Prim-grad{prim_type=1}(%12, %13)    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(338)/        grads = self.grad(self.network, weights)(*inputs, scaling_sens_filled)/#grads
    %15 = UnpackCall::unpack_call(%14, %1, %11)    #(Undefined, Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(338)/        grads = self.grad(self.network, weights)(*inputs, scaling_sens_filled)/#grads
    %16 = DoSignaturePrimitive::S-Prim-hyper_map{prim_type=1}(%6, %15)    #(Undefined, Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(339)/        grads = self.hyper_map(F.partial(_grad_scale, scaling_sens), grads)/#grads
    %17 = DoSignaturePrimitive::S-Prim-identity{prim_type=1}[side_effect_propagate=I64(1)](%16)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(341)/        grads = self.grad_reducer(grads)/#grads
    %18 = FuncGraph::fg_95(%4, %17)    #(Undefined, Undefined)    # fg_95=get_overflow_status.95 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(349)/        return loss, cond, scaling_sens/#Φcond
    %19 = FuncGraph::fg_96(%18)    #(Undefined)    # fg_96=process_loss_scale.96 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(345)/        overflow = self.process_loss_scale(cond)/#overflow
    %20 = DoSignaturePrimitive::S-Prim-logical_not{prim_type=1}(%19)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(347)/        if not overflow:/#[CNode]97
    %21 = FuncGraph::fg_33(%20)    #(Undefined)    # fg_33=bool_.33 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(347)/        if not overflow:/#[CNode]98
    %22 = Primitive::Switch{prim_type=1}(%21, FuncGraph::fg_99, FuncGraph::fg_100)    #(Undefined, Undefined, Undefined)    # fg_99=✓construct.99, fg_100=✗construct.100 #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(347)/        if not overflow:/#[CNode]101
    %23 = %22() #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(347)/        if not overflow:/#[CNode]102
    %24 = FuncGraph::fg_103(%23)    #(Undefined)    # fg_103=↓construct.103 #scope: Default
#[CNode]104
    Primitive::Return{prim_type=1}(%24)    #(Undefined) #scope: Default
      # In file /home/hjh/.conda/envs/md17/lib/python3.9/site-packages/mindspore/nn/wrap/loss_scale.py(347)/        if not overflow:/#[CNode]105
}
# order:
#   1: construct.46:loss{[0]: ValueNode<UnpackCall> unpack_call.106, [1]: ValueNode<FuncGraph> construct.50, [2]: [CNode]86}
#   2: construct.46:[CNode]88{[0]: ValueNode<FuncGraph> start_overflow_check.87, [1]: loss, [2]: scale_sense}
#   3: construct.46:status{[0]: ValueNode<DoSignaturePrimitive> S-Prim-getitem, [1]: [CNode]88, [2]: ValueNode<Int64Imm> 0}
#   4: construct.46:Φscaling_sens{[0]: ValueNode<DoSignaturePrimitive> S-Prim-getitem, [1]: [CNode]88, [2]: ValueNode<Int64Imm> 1}
#   5: construct.46:[CNode]90{[0]: ValueNode<DoSignaturePrimitive> S-Prim-hyper_map[ones_like_leaf], [1]: loss}
#   6: construct.46:[CNode]91{[0]: ValueNode<DoSignaturePrimitive> S-Prim-DType, [1]: loss}
#   7: construct.46:[CNode]92{[0]: ValueNode<DoSignaturePrimitive> S-Prim-Cast, [1]: Φscaling_sens, [2]: [CNode]91}
#   8: construct.46:scaling_sens_filled{[0]: ValueNode<DoSignaturePrimitive> S-Prim-mul, [1]: [CNode]90, [2]: [CNode]92}
#   9: construct.46:[CNode]93{[0]: ValueNode<DoSignaturePrimitive> S-Prim-MakeTuple, [1]: scaling_sens_filled}
#  10: construct.46:grads{[0]: ValueNode<UnpackGraphPrimitive> UnpackGraph, [1]: ValueNode<FuncGraph> construct.50, [2]: [CNode]86, [3]: [CNode]93}
#  11: construct.46:grads{[0]: ValueNode<DoSignaturePrimitive> S-Prim-grad, [1]: grads, [2]: [CNode]94}
#  12: construct.46:grads{[0]: ValueNode<UnpackCall> unpack_call.107, [1]: grads, [2]: [CNode]86, [3]: [CNode]93}
#  13: construct.46:[CNode]89{[0]: ValueNode<DoSignaturePrimitive> S-Prim-Partial, [1]: ValueNode<DoSignaturePrimitive> S-Prim-grad_scale, [2]: Φscaling_sens}
#  14: construct.46:grads{[0]: ValueNode<DoSignaturePrimitive> S-Prim-hyper_map, [1]: [CNode]89, [2]: grads}
#  15: construct.46:grads{[0]: ValueNode<DoSignaturePrimitive> S-Prim-identity, [1]: grads}
#  16: construct.46:Φcond{[0]: ValueNode<FuncGraph> get_overflow_status.95, [1]: status, [2]: grads}
#  17: construct.46:overflow{[0]: ValueNode<FuncGraph> process_loss_scale.96, [1]: Φcond}
#  18: construct.46:[CNode]97{[0]: ValueNode<DoSignaturePrimitive> S-Prim-logical_not, [1]: overflow}
#  19: construct.46:[CNode]98{[0]: ValueNode<FuncGraph> bool_.33, [1]: [CNode]97}
#  20: construct.46:[CNode]101{[0]: ValueNode<Primitive> Switch, [1]: [CNode]98, [2]: ValueNode<FuncGraph> ✓construct.99, [3]: ValueNode<FuncGraph> ✗construct.100}
#  21: construct.46:[CNode]102{[0]: [CNode]101}
#  22: construct.46:[CNode]104{[0]: ValueNode<FuncGraph> ↓construct.103, [1]: [CNode]102}
#  23: construct.46:[CNode]105{[0]: ValueNode<Primitive> Return, [1]: [CNode]104}


# [No.4] UnpackCall.47

funcgraph fg_47(
        %para1090 : Func    # 48
        , %para1091 : Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15]    # 49
    ) {
    %1 : Tensor(F32)[3, 40960, 6] = Primitive::TupleGetItem{prim_type=1}(%para1091, I64(0))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#108
    %2 : Tensor(I32)[3, 40960] = Primitive::TupleGetItem{prim_type=1}(%para1091, I64(1))    #(Tuple[Tensor(F32),Tensor(I32)*3,Tensor(F32)*5,Tensor(I32)*15], I64) #scope: Default
#109
